word	pos	pos2	phoneme	politeness	tense	tag	alt	alt2	restriction
으니만치	EC		LQ|FS					으니만치/EC	
으니만큼	EC		LQ|FS						
으닝까	EC		NUL			방언	으니까/EC		
으되	EC		NUL			예스러움			*/VCP|*/VCN|*/EP
으되	EC		NUL						*/VCP|*/VCN|*/EP
으되	EC		NUL						*/VCP|*/VCN|*/EP
으라	EF		LQ|FS			예스러움			*/VV
으라	EF		LQ|FS	해라체		명령			*/VV
으라고	EF		LQ|FS	해체		강조			*/VV
으라고	EF		LQ|FS	해체					*/VV
으라나	EF		LQ|FS			구어			*/VV
으라느니	EC		LQ|FS						*/VV
으라니까	EF		LQ|FS	해라체		명령			*/VV
으라마	EF		NUL			방언	으려무나/EF		
으라며	EC		NUL				으라면서/EC		
으라면서	EF		LQ|FS	해체		확인			*/VV
으라무나	EF		NUL			방언	으려무나/EF		
으라손	EC		LQ|FS						*/VV
으라우	EF		NUL			방언	아라/EF		
으라이	EF		NUL			방언	구려/EF		
으락	EC		FS						
으란	EC		LQ|FS				으라는/EC		*/VV
으람	EF		LQ|FS	해라체		구어			*/VV
으래니께	EF		NUL			방언	으라니까/EF		
으래이	EF		NUL			방언	으라/EF		
으랴	EC		LQ|FS						*/VV
으랴	EF		FS	해라체					
으랴	EF		LQ|FS	해라체					*/VV
으러	EC		LQ|FS						*/VV
으레	EC		NUL			방언	으러/EC		
으려	EC		LQ|FS						*/VV
으려	EC		LQ|FS						*/VV
으려거든	EC		LQ|FS						*/VV
으려고	EC		LQ|FS						*/VV
으려고	EC		LQ|FS						*/VV
으려고	EF		LQ|FS	해체					
으려나	EF		FS	해체					
으려니	EF		FS						
으려니와	EC		FS						
으려니와	EC		FS						
으려든	EC		LQ|FS			예스러움			*/VV
으려마	EF		NUL				으려무나/EF		
으려면	EC		FS						
으려면	EC		FS						
으려면	EC		FS						
으려무나	EF		LQ|FS	해라체					*/VV
으련	EF		LQ|FS	해라체					*/VV
으련마는	EC		FS			예스러움			
으련만	EC		NUL				으련마는/EC		
으렴	EF		LQ|FS	해라체					*/VV
으렵니까	EF		LQ|FS	합쇼체					*/VV
으렵니다	EF		LQ|FS	합쇼체					*/VV
으렷다	EF		FS	해라체					
으렷다	EF		FS			명령			
으리	EP		FS			예스러움			
으리	EP		FS			예스러움			
으리	EF		FS	해라체		예스러움			
으리	EF		FS	해라체					
으리	EF		FS	해라체					
으리까	EF		FS	합쇼체					
으리까	EF		FS	합쇼체					
으리니	EC		FS						
으리니	EC		FS						
으리니라	EF		FS	해라체		예스러움			
으리다	EF		FS	하오체					
으리다	EF		FS	하오체					
으리라	EF		FS	해라체					
으리라	EF		FS	해라체					
으리로다	EF		FS	해라체					
으리로다	EF		FS	해라체					
으리만치	EC		FS						
으리만큼	EC		FS					으리만치/EC	
으리오	EF		FS						
으마	EF		LQ|FS	해라체					*/VV
으마	EC		NUL			방언	으면/EC		
으만	EC		NUL			방언	으면/EC		
으매	EC		FS						
으멍	EC		NUL			방언	으면서/EC		
으멘	EC		NUL			방언	으면/EC		
으며	EC		FS						
으며	EC		FS					으면서/EC	
으면	EC		FS						
으면	EC		FS						
으면	EC		FS						
으면	EC		FS						
으면서	EC		FS						
으면서	EC		FS						
으모	EC		NUL			방언	으면/EC		
으문	EC		NUL			방언	으면/EC		
으므로	EC		FS						
으민	EC		NUL			방언	으며/EC		
으사	EC		FS			예스러움	으시어/EC		
으사이다	EF		LQ|FS	합쇼체		예스러움			*/VV
으세	EF		LQ|FS	하게체					*/VV
으세요	EF		FS	해요체				으시어요/EF	
으셔요	EF		FS				으시어요/EF	으시어요/EF	
으소서	EF		FS	합쇼체					
으시	EP		FS						
으시	EC		NUL			방언	게/EC		
으시	EF		NUL			방언	게/EF		
으시다나	EF		NUL			방언	게나/EF		
으시더	EF		NUL			방언	읍시다/EF		
으시라	EF		LQ|FS	합쇼체		명령			*/VV
으시압	EF		LQ|FS			명령			*/VV
으시어요	EF		FS	해요체					
으시이소	EF		NUL			방언	으십시오/EF		
으십사	EF		LQ|FS	합쇼체					*/VV
으십시다	EF		LQ|FS	합쇼체					*/VV
으십시오	EF		LQ|FS	합쇼체					*/VV
으오	EP		FS			예스러움			
으오	EF		FS	하오체					
으오니까	EF		FS	합쇼체		예스러움			
으오리까	EF		FS	합쇼체		예스러움			
으오리다	EF		FS	합쇼체					
으오리다	EF		FS	합쇼체					
으오리이까	EF		FS	합쇼체		예스러움			
으오리이다	EF		FS	합쇼체		예스러움			
으오이다	EF		FS	합쇼체		예스러움			
으옵	EP		FS			예스러움			
으옵나이까	EF		FS	합쇼체		예스러움			
으옵나이다	EF		FS	합쇼체		예스러움			
으옵니까	EF		FS	합쇼체		예스러움			
으옵니다	EF		FS	합쇼체		예스러움			
으옵디까	EF		FS	합쇼체	과거	예스러움&의문			
으옵디다	EF		FS	합쇼체	과거	예스러움			
으옵소서	EF		FS	합쇼체		예스러움			
으옵시	EP		FS			예스러움			
으와	ESC	으오/EP+아/EC	FS				으오/EP+아/EC		
으와	ESF	으오/EP+아/EF	FS				으오/EP+아/EF		
으외다	EF		NUL				으오이다/EF		
으우	EF		FS	하오체					
으워리	EF		LQ|FS	하게체					
으워리	EF		LQ|FS	해라체					*/VV
으월다	EF		NUL			방언	으리다/EF		
으이	EF		FS	하게체					*/VA
으이	EC		NUL			방언	으니/EC		
으이	EF		NUL			방언	으니/EF		
으이까	EC		NUL			방언	으니까/EC		
으이께	EC		NUL			방언	으니까/EC		
으이소	ESF	으시/EP+오/EF	NUL			방언	으시/EP+오/EF		
으이소	EF		NUL			방언	으십시오/EF		
은	ETM		LQ|FS		과거				*/VV
은	ETM		LQ|FS						*/VV
은	ETM		FS						*/VA
은가	EF		FS	하게체			는가/EF		*/VA
은가	EF		FS				는가/EF		*/VA
은감	EF		FS	하게체			는감/EF		*/VA
은걸	EF		FS	해체		구어	는걸/EF		*/VV
은걸	EF		FS	해체		구어	는걸/EF		*/VA
은고	EF		FS	해라체			는고/EF		*/VA
은고	EF		FS	해라체			는고/EF		*/VA
은교	EF		NUL			방언	은가요/EF		
은께	EC		NUL			방언	으니까/EC		
은데	EC		FS				는데/EC		*/VA
은데	EF		FS	해체		감탄	는데/EF		*/VA
은데	EF		FS				는데/EF		*/VA
은뎁쇼	EF		FS	합쇼체			는뎁쇼/EF		*/VA
은들	EC		FS						
은바	EC		LQ|FS			문어	는바/EC		*/VV
은바	EC		FS			문어	는바/EC		*/VA/으시/EP
은배	EC		NUL			방언	는바/EC		
은즉	EC		FS			예스러움			
은즉슨	EC		NUL			강조	은즉/EC		
은지	EC		FS				는지/EC		*/VA
은지	EF		FS	해체			는지/EF		*/VA
은지고	EF		FS	해라체		강조&예스러움&감탄	는지고/EF		*/VA
은지고	EF		LQ|FS	해라체		강조&예스러움&감탄	는지고/EF		*/VV
은지라	EC		FS			예스러움	는지라/EC		*/VA
은지라	EC		LQ|FS						*/VV
을	ETM		FS						
을	ETM		FS						
을값에	EC		NUL			방언	을망정/EC		
을거나	EF		FS	해체		감탄			*/VV|었/EP|겠/EP
을걸	EF		FS	해체		구어			
을걸	EF		FS			구어			*/VV|었/EP
을게	EF		LQ|FS	해체		구어			*/VV
을까	EF		FS	해체					
을까	EF		FS	해체					
을깝쇼	EF		FS	합쇼체		예스러움			*/VV|었/EP
을께	EF		LQ|FS	해체		구어&비표준	을게/EF		*/VV
을꼬	EF		FS	해라체		예스러움			
을꼬	EF		FS	해라체		예스러움			*/VV|었/EP
을꾸마	EF		NUL			방언	으마/EF		
을는지	EC		FS						
을는지	EF		FS	하게체|해체					
을는지	EF		FS	하게체|해체					
을단댄	EC		NUL			방언	을진대/EC		
을데라니	EF		FS	해체|해라체		감탄			*/VA
을라	EF		FS	해라체					
을라	EF		NUL			방언	을까/EF		
을라	EC		NUL			방언	으려/EC		
을라고	EF		FS						
을라구	EC		NUL			방언	으려고/EC		
을라꼬	EC		NUL			방언	으려고/EC		
을라치면	EC		LQ|FS						*/VV
을락	EC		FS						*/VV|었/EP
을락	EC		NUL			방언	으려고/EC		
을람더	EC		NUL			방언	으렵니다/EC		
을래	EF		LQ|FS	해체					*/VV
을래문	EC		NUL			방언	으려면/EC		
을랜	EC		NUL			방언	으련/EC		
을러니	EC		FS		회상	예스러움			
을러라	EF		FS	해라체		예스러움			
을런가	EF		FS	하게체		예스러움			
을런고	EF		FS			예스러움&추측			
을런지	EC		NUL			비표준	을는지/EC		
을런지	EF		NUL	하게체|해체		비표준	을는지/EF		
을런지	EF		NUL	하게체|해체		비표준	을는지/EF		
을레	EF		FS	하게체		예스러움			
을레라	EF		FS	해라체		예스러움		을레라/EF	
을려고	EC		LQ|FS			비표준	으려고/EC		*/VV
을려고	EF		LQ|FS	해체		비표준	으려고/EF		
을려고	EC		LQ|FS			비표준	으려고/EC		*/VV
을리라	EC		NUL			방언	을라/EC		
을망정	EC		FS						
을밖에	EF		FS	해체					
을뿐더러	EC		FS						
을사	EF		FS	해요체|하오체		예스러움&감탄			*/VA
을새	EC		FS		진행	예스러움			
을세	EF		FS	하게체					
을세	EF		FS	하게체					
을세	EF		FS	하게체		감탄			
을세라	EC		NUL						
을세라	EF		NUL	해라체					
을세라	EF		NUL			감탄			
을세말이지	EF		FS	해체					
을소냐	EF		FS	해라체		예스러움&비표준	을쏘냐/EF		
을손가	EF		FS	하게체		예스러움&비표준	을쏜가/EF		
을수록	EC		FS						
을시	EC		FS			예스러움			
을시고	EF		FS			예스러움&감탄			*/VA|었/EP
을싸록	EC		FS			비표준	을수록/EC		
을쏘냐	EF		FS	해라체		예스러움			
을쏜가	EF		FS	하게체		예스러움			
을이만큼	EC		FS			비표준	으리만큼		
을작시면	EC		FS			예스러움			*/VV|었/EP
을지	EC		FS						
을지	EF		FS	해체					
을지나	EC		FS			예스러움			
을지니	EC		FS			예스러움			
을지니라	EF		FS	해라체		예스러움			
을지라	EF		FS	해라체		예스러움			
을지라도	EC		FS						
을지로다	EF		FS	해라체		예스러움&감탄			
을지며	EC		FS						
을지어다	EF		FS	해라체		예스러움			*/VV|었/EP
을지언정	EC		FS						
을진대	EC		FS			예스러움			
을진대는	EC		NUL			강조	을진대는/EC		
을진댄	EC		NUL				을진대는/EC		
을진저	EF		FS	해라체		예스러움			
음	ETN		FS						
음	EC		FS			구어	으면/EC		
음성	EC		NUL			방언	으면서/EC		
음세	EF		LQ|FS	하게체					*/VV
음시롱	EC		NUL			방언	으면서/EC		
음에랴	EF		FS						
읍꿔니	EF		NUL			방언	습니다/EF		
읍네꺼	EF		NUL			방언	습니까/EF		
읍네더	EF		NUL			방언	습니다/EF		
읍늰다	EF		FS	하오체		비표준	습늰다/EF		
읍니까	EF		FS	합쇼체		비표준	습니까/EF		
읍니꺄	EF		NUL			방언	습니까/EF		
읍니껴	EF		NUL			방언	습니까/EF		
읍니다	EF		FS	합쇼체	진행	비표준	습니다/EF		
읍디까	EF		FS	하오체		비표준	습디까/EF		
읍디꺼	EF		NUL			방언	습디까/EF		
읍디껴	EF		NUL			방언	습디까/EF		
읍디다	EF		FS	하오체		비표준	습디다/EF		
읍디더	EF		NUL			방언	습디다/EF		
읍디여	EF		NUL			방언	습디까/EF		
읍딘다	EF		FS	하오체		비표준	습딘다/EF		
읍딘저	EF		NUL			방언	습디까/EF		
읍마	EF		NUL			방언	으마/EF		
읍쇼	EF		NUL				읍시오/EF		
읍시다	EF		LQ|FS	하오체					*/VV
읍시더	EF		NUL			방언	읍시다/EF		
읍시사	EF		LQ|FS	합쇼체		예스러움			*/VV
읍시오	EF		LQ|FS	합쇼체		명령			*/VV
읍죠	EF		NUL			비표준	습지요/EF		
읍지요	EF		FS	합쇼체		비표준	습지요/EF		
응께	EF		NUL			방언	으니까/EF		
의	EC		NUL				으이/EC		
이	EF		VO	하게체					*/VA
이까	EF		NUL			방언	니까/EF		
이껴	EF		NUL			방언	입니까/EF		
이두룩새	EC		NUL			방언	을수록/EC		
이라	EF		NUL			방언	너라/EF		
이소	EF		NUL			방언	십시오/EF		
이요	EF		NUL			방언	어요/EF		
이웨	EF		NUL			방언	을세/EF		
인교	EF		NUL			방언	습니까/EF		
자	EC		NUL						*/VV
자	EC		NUL						*/VV
자	EC		NUL						*/VCP
자	EC		NUL					고자/EC	*/VV
자	EF		NUL	해라체					*/VV
자고	EF		NUL	해체		강조			*/VV
자고	EF		NUL	해체					*/VV
자구	EC		NUL			방언	려고/EC		
자구	EF		NUL			방언	려고/EF		
자구	EF		NUL			강조&비표준	자고/EC		*/VV
자구	EF		NUL			주장|의문|거부	자고/EF		
자구	EF		NUL	해체		비표준	자고/EF		*/VV
자꾸나	EF		NUL	해라체					*/VV
자느니	EC		NUL						*/VV
자니까	EF		NUL	해체		청유			*/VV
자마	EF		NUL			방언	자꾸나/EF		
자마자	EC		NUL						
자며	EF		NUL			못마땅|확인			
자면	EC		NUL						*/VV
자면서	EF		NUL	해라체		확인			*/VV
자무나	EF		NUL			방언	자꾸나/EF		
자손	EC		NUL						*/VV
자오	EP		NUL			예스러움			
자옵	EP		NUL			예스러움			
자옵시	EP		NUL			예스러움			
잡	EP		NUL			예스러움			
젠	EC		NUL			방언	러/EC		
젠도	EC		NUL			방언	다고/EC		
젠도	EF		NUL			방언	다고/EF		
져	EC		NUL			방언	지/EC		
져	EF		NUL			방언	지/EF		
죠	EF		NUL				지요/EF		
주	EC		NUL			방언	지/EC		
주	EF		NUL			방언	지/EF		
주마는	EC		NUL			방언	지마는/EC		
쥬	EC		NUL			방언	게/EC		
쥬	EF		NUL			방언	게/EF		
지	EC		NUL						
지	EC		NUL						
지	EF		NUL	해체					
지로	EC		NUL			방언	지/EC		
지로	EF		NUL			방언	지/EF		
지마는	EC		NUL						
지만	EC		NUL				지마는/EC		
지만서도	EC		NUL			비표준	지마는/EC		
지만서도	EC		NUL						
지비	EC		NUL			방언	지/EC		
지비	EF		NUL			방언	지/EF		
지요	EF		NUL						
